,Tweets,date,source,likes,retweet,image_url
481,La Tormenta Tropical # Isaac se intensificará a medida que se mueve hacia el oeste. Es probable que sea un huracán cerca de las Menores Antilles el juevespic.twitter.com/ZHUe10d62F,1536464698,https://twitter.com/weatherchannel/status/1038634341189001216,85,50,https://pbs.twimg.com/media/Dmn4YKUVAAAG6tA.jpg
482,Tropical Storm # Isaac is an increasing hurricane threat to the eastern Caribbean while # Helene will bring tropical storm conditions to the Cabo Verde Islands on Sunday: https://wxch.nl/2MZbiFW pic.twitter.com/OdBdAS08gm,1536464275,https://twitter.com/weatherchannel/status/1038632566436384770,177,133,https://pbs.twimg.com/media/Dmn2wJEU4AE3IGW.jpg
483,"Hurricane # Olivia is inching closer to Hawaii still as a Category 1. Forecast to weaken, but it will still produce heavy rainfall. Details: https://wxch.nl/2CvmOEw pic.twitter.com/BVSMBmGiGu",1536463489,https://twitter.com/weatherchannel/status/1038629269956702208,116,84,https://pbs.twimg.com/media/DmnzyCdVsAExnAV.jpg
484,"Soon-to-be-Hurricane # Florence is expected to rapidly intensify on Sunday while the threat to the Southeast Coast, particularly to the Carolinas, grows. What we know now: https://wxch.nl/2wQUEhF pic.twitter.com/0D1VrU378y",1536462405,https://twitter.com/weatherchannel/status/1038624721988923393,362,298,https://pbs.twimg.com/media/DmnvqjdUYAEPfVQ.jpg
485,Three states have declared states of emergency ahead of soon-to-be-Hurricane # Florence. This allows these states to move resources and money around easier to prepare for the hurricane.pic.twitter.com/V9WXLlfes2,1536446111,https://twitter.com/weatherchannel/status/1038556382130307072,1123,891,https://pbs.twimg.com/media/Dmmw1CnUwAEF4ic.jpg
486,"A tornado watch has been issued for northern Kentucky and southern Indiana. Flash flooding, a couple of tornadoes and strong wind gusts are possible through this evening.pic.twitter.com/ultnFeFTaA",1536444545,https://twitter.com/weatherchannel/status/1038549812055101446,72,51,https://pbs.twimg.com/media/Dmmriu5UcAEwr7k.jpg
487,Hurricane Olivia will bring more rain and increase the threat of mudslides during the middle of next week: https://wxch.nl/2CvmOEw pic.twitter.com/hk8KDGrjSs,1536441855,https://twitter.com/weatherchannel/status/1038538530610454529,95,59,https://pbs.twimg.com/media/DmmhQoXVAAAEew3.jpg
488,"Tropical Storm # Isaac has now formed in the central Atlantic, and it has its sights set on the Caribbean next week. Let's not forget, we've also got T.S. # Helene bringing high winds to the Cabo Verde Islands tonight. Details on the Atlantic storm parade: https://wxch.nl/2MZbiFW pic.twitter.com/qstFZ82rAG",1536441277,https://twitter.com/weatherchannel/status/1038536108034940928,198,190,https://pbs.twimg.com/media/Dmme4pWUYAAvTuR.jpg
489,Here's the latest on # Florence: - Intensification continues - The likelihood of impacts in the USA are increasing. More details: https://wxch.nl/2wQUEhF pic.twitter.com/JwABStDlsw,1536440197,https://twitter.com/weatherchannel/status/1038531578366976006,174,139,https://pbs.twimg.com/media/Dmma41bU0AASzB8.jpg
490,Southeast Coast prepares for potential # Florence strike; North Carolina declares a state of emergency: https://wxch.nl/2CzTLiX pic.twitter.com/7qTkzyhbSu,1536427440,https://twitter.com/weatherchannel/status/1038478069223378944,269,184,https://pbs.twimg.com/media/DmlkNwyV4AMQBvB.jpg
491,Increased storm surge damage is possible from # Florence due to the moon's phase: https://wxch.nl/2M8SC1f pic.twitter.com/KcTJB8mVVd,1536425520,https://twitter.com/weatherchannel/status/1038470016881098753,119,71,https://pbs.twimg.com/media/DmlSphTV4AAJt-i.jpg
492,"The threat of a strike along the U.S. East Coast from # Florence continues to increase, latest update here: https://wxch.nl/2oRCmsj pic.twitter.com/UkPjvfLhqc",1536421200,https://twitter.com/weatherchannel/status/1038451896527122432,321,265,https://pbs.twimg.com/media/DmlRzm6U8AA8O-U.jpg
493,"Given the record wet summer in parts of the East, if # Florence's rain spread over this area, dangerous flooding may result: https://wxch.nl/2oR9Ff5 pic.twitter.com/0HfKmrTtCb",1536416820,https://twitter.com/weatherchannel/status/1038433526331441154,44,40,https://pbs.twimg.com/media/DmkTbwyXsAE9LmD.jpg
494,Tropical Storm # Mangkhut may impact Guam next week as a strong # typhoon: https://wxch.nl/2NYe4bc pic.twitter.com/mLTUdQ0uWN,1536413880,https://twitter.com/weatherchannel/status/1038421194305757184,75,53,https://pbs.twimg.com/media/DmkSxokXcAE6hwe.jpg
495,Hurricane # Olivia may be weakening but could threaten # Hawaii midweek: https://wxch.nl/2oNZqZ0 pic.twitter.com/8an0xkywox,1536410940,https://twitter.com/weatherchannel/status/1038408863152713728,63,38,https://pbs.twimg.com/media/DmkSRVsXcAApJCX.jpg
496,"Gordon's remnant and a frontal system will spread heavy rainfall, risk of # flooding into parts of Midwest, Ohio Valley and Northeast into early week: https://wxch.nl/2CuuFlD pic.twitter.com/j4Uw9BQ9TC",1536408120,https://twitter.com/weatherchannel/status/1038397035592986624,61,38,https://pbs.twimg.com/media/DmkR3tdXcAAAwa-.jpg
497,Florence is not the only system we are watching in the Atlantic - here's the latest on Tropical Storm Helene and Tropical Depression Nine: https://wxch.nl/2NwSQnA pic.twitter.com/PelY8cO3x8,1536405660,https://twitter.com/weatherchannel/status/1038386717290651649,142,74,https://pbs.twimg.com/media/DmkRZULWsAEGPek.jpg
498,"# Florence is now intensifying, and increasingly likely to strike the East Coast next week as a strong # hurricane. The latest complete forecast: https://wxch.nl/2CAd4IU pic.twitter.com/OMtGjRC8El",1536401673,https://twitter.com/weatherchannel/status/1038369995221291009,294,229,https://pbs.twimg.com/media/DmkH30lX0AAXocC.jpg
499,Not likely at this time.,1536378072,https://twitter.com/weatherchannel/status/1038271007264583681,1,0,
500,"Yes, we do:https://wxch.nl/2Qf4J0g",1536378022,https://twitter.com/weatherchannel/status/1038270795531857920,5,1,
501,"Hurricane # Olivia is weakening, but poses yet another threat of heavy rainfall for Hawaii from a tropical system following Hurricane # Lane just weeks ago. Forecast: https://wxch.nl/2CvmOEw pic.twitter.com/du1aPrUGIs",1536377922,https://twitter.com/weatherchannel/status/1038270378139951105,343,255,https://pbs.twimg.com/media/DmitQXCU8AENEN3.jpg
502,"Tropical Storm # Helene has formed in the far eastern Atlantic, but a tropical depression (Future # Isaac) could be more trouble next week. Details: https://wxch.nl/2MZbiFW pic.twitter.com/FbJXcMbcsD",1536377315,https://twitter.com/weatherchannel/status/1038267829731123200,160,115,https://pbs.twimg.com/media/DmirDGBV4AAmbqW.jpg
503,Here's the latest on Tropical Storm # Florence: - Dangerous hurricane threat for the U.S. East Coast continues to increase - Florence is expected to be a formidable hurricane in the western Atlantic early next week. More details: https://wxch.nl/2wQUEhF pic.twitter.com/SswWbypS1F,1536376560,https://twitter.com/weatherchannel/status/1038264662649843712,382,335,https://pbs.twimg.com/media/DminwerVAAAIfmg.jpg
504,"Preparations for # Florence have begun, and you should revisit and update your plans too if you're on the East Coast to be # HurricaneStronghttps://twitter.com/NCEmergency/status/1038227276641587200 …",1536368479,https://twitter.com/weatherchannel/status/1038230769536315392,268,183,
505,There have been reports of flooding today from Texas to New Jersey in association with what's left of # Gordon and a strung out boundary. The area at most concern for flooding this weekend is from Illinois to Pennsylvania. Details: https://wxch.nl/2MMzBXM pic.twitter.com/1PAk86Wb4C,1536367629,https://twitter.com/weatherchannel/status/1038227205862699008,97,64,https://pbs.twimg.com/media/DmiGE_UU8AAThd7.jpg
506,"It could bring rainfall, but it is too soon to know how much.",1536358699,https://twitter.com/weatherchannel/status/1038189748353941504,0,0,
507,Pretty good,1536358618,https://twitter.com/weatherchannel/status/1038189407893966848,4,0,
508,Margie’s Story: https://features.weather.com/exodus/chapter/margies-story-florida/ … What can we learn from 1177 B.C.?https://features.weather.com/exodus/chapter/can-learn-1177-b-c/ …,1536357349,https://twitter.com/weatherchannel/status/1038184087486427137,44,12,
509,We agree!,1536355784,https://twitter.com/weatherchannel/status/1038177521379016705,2,0,
510,Very low,1536355679,https://twitter.com/weatherchannel/status/1038177080406695936,8,0,
511,# Florence is expected to strengthen with impacts to the U.S. East Coast appearing more likely. Have your hurricane plans in place. https://wxch.nl/2wQUEhF pic.twitter.com/mYVd98PKPx,1536355500,https://twitter.com/weatherchannel/status/1038176330766901249,361,290,https://pbs.twimg.com/media/DmhXZKFWwAE7HsJ.jpg
512,Two new # tropical depressions have formed in the eastern Atlantic. One of those may be a land threat late next week. https://wxch.nl/2wTvhMh pic.twitter.com/lv3XUQPeqH,1536354716,https://twitter.com/weatherchannel/status/1038173041954574339,100,72,https://pbs.twimg.com/media/DmhU1MEV4AAEZaC.jpg
513,"The remnants of # Gordon and a juiced boundary will bring flooding to parts of the southern Plains, southern Great Lakes and the Ozarks into the weekend: https://wxch.nl/2MMzBXM pic.twitter.com/zWOLD1ZxTm",1536350146,https://twitter.com/weatherchannel/status/1038153875709206528,45,20,https://pbs.twimg.com/media/DmhDRHLU8AAF16R.jpg
514,A developing # tropical cyclone is expected to rapidly intensify and threaten Guam next week as Typhoon # Mangkhut: https://wxch.nl/2CxKkAE pic.twitter.com/9Lgco8hLNs,1536347220,https://twitter.com/weatherchannel/status/1038141602223587328,105,59,https://pbs.twimg.com/media/DmgzmF2U0AAZwBc.jpg
515,The exact track of # Florence remains uncertain next week. We spell out three track scenarios for the U.S. East Coast and their chances. https://wxch.nl/2wRZdru pic.twitter.com/QMwsVLmMXE,1536337705,https://twitter.com/weatherchannel/status/1038101693479706625,128,57,https://pbs.twimg.com/media/DmgT6N8XsAIKbsr.jpg
516,"The latest on what is likely to be two more named Atlantic storms, # Helene and # Isaac. https://wxch.nl/2Maplnb pic.twitter.com/XFB9CekQTA",1536336302,https://twitter.com/weatherchannel/status/1038095810037207040,70,48,https://pbs.twimg.com/media/DmgOn1XX0AEqrLu.jpg
517,"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here:https://weather.com/en-US/twc/privacy-policy …",1536334177,https://twitter.com/weatherchannel/status/1038086896268849152,0,0,
518,Advisories are now being issued on Potential Tropical Cyclone Eight with # tropical storm warnings posted for the southern Cabo Verde Islands.pic.twitter.com/4MdujXdTVQ,1536332424,https://twitter.com/weatherchannel/status/1038079545218412545,54,35,https://pbs.twimg.com/media/Dmf_2D1WsAIib-Q.jpg
519,"Big changes ahead - the Northeast will experience cooler temperatures this weekend, while the Upper Midwest sees an extended dry period: https://wxch.nl/2NSWAwH pic.twitter.com/XT4NiRUG8e",1536328260,https://twitter.com/weatherchannel/status/1038062078311817216,52,21,https://pbs.twimg.com/media/DmfodNJU8AAjZB0.jpg
520,# Olivia is a powerful hurricane that has begun to weaken but may approach Hawaii next week: https://wxch.nl/2wRvzTc pic.twitter.com/6CAx0vM1Aj,1536326520,https://twitter.com/weatherchannel/status/1038054779774152704,71,45,https://pbs.twimg.com/media/DmfdKbYUUAAZ-xN.jpg
521,"# Helene, # Isaac likely to join the Atlantic parade soon. https://wxch.nl/2Q9EPea pic.twitter.com/Hv643uZz87",1536325860,https://twitter.com/weatherchannel/status/1038052011797663746,225,144,https://pbs.twimg.com/media/DmfeaXKW0AUQ2_O.jpg
522,Remnants of # Gordon will spread heavy rainfall from the South into parts of the Midwest and southern Great Lakes into early next week: https://wxch.nl/2Cw97oG pic.twitter.com/zE09dlSnPw,1536323880,https://twitter.com/weatherchannel/status/1038043707205931009,73,42,https://pbs.twimg.com/media/DmfcxO_U4AAISe9.jpg
523,"# Florence, currently a # tropical storm, poses an increasing # hurricane danger to the U.S. East Coast next week. Our latest thinking: https://wxch.nl/2Q71JCS pic.twitter.com/NeDXVPKC8O",1536319154,https://twitter.com/weatherchannel/status/1038023885919334400,204,143,https://pbs.twimg.com/media/DmfNLI9X0AAkJyi.jpg
