,Tweets,date,source,likes,retweet,image_url
0,NEW: Potential Tropical Cyclone Fourteen triggers # tropical storm warnings and watches in Cuba and Mexico. This system will be a U.S. Gulf Coast threat next week: https://wxch.nl/2y3u1ac pic.twitter.com/qCqjyD6VnI,1538862010,https://twitter.com/weatherchannel/status/1048689395749085185,215,147,https://pbs.twimg.com/media/Do2xOHsX4AE90B-.jpg
1,Watch as a weather balloon climbs to the stratosphere! Join @ LisiNearSpace and @ DanielleBanksTV on The Weather Channel app at 5pm.,1538858260,https://twitter.com/weatherchannel/status/1048673669730455552,41,12,
2,# Invest91L will likely develop into a # tropical depression or storm Sunday or Monday in the northwestern Caribbean Sea or southern Gulf of Mexico: https://wxch.nl/2NsfoSu pic.twitter.com/JyVMOO6KlF,1538853400,https://twitter.com/weatherchannel/status/1048653282699300864,118,70,https://pbs.twimg.com/media/Do2QZGnXsAAEzq6.jpg
3,NEW: # Severe thunderstorm watch issued for eastern Illinois and northern Indiana until 10 p.m. EDT.pic.twitter.com/YDlkLe2nW7,1538852378,https://twitter.com/weatherchannel/status/1048648998414893057,29,12,https://pbs.twimg.com/media/Do2MtNaXUAEB16u.jpg
4,"# Tropical cyclone is likely to form in the Arabian Sea this weekend and track towards Oman, Yemen next week: https://wxch.nl/2EbkCCC pic.twitter.com/vWaMvcAfM8",1538848260,https://twitter.com/weatherchannel/status/1048631724027011072,90,54,https://pbs.twimg.com/media/Do15CxxU8AAqurs.jpg
5,". @ kericak from @ southfriedtruth is excited about our new show Storm of Suspicion premiering Sunday 8/7c! If you like crime shows and weather, you'll love it!pic.twitter.com/3NUKekWr4m",1538841601,https://twitter.com/weatherchannel/status/1048603797059244033,24,5,https://pbs.twimg.com/media/Doxb9omXkAYjEP_.jpg
6,Hurricane # Sergio is expected to make a sharp U-turn toward Baja California next week and may increase moisture into the Southwest: https://wxch.nl/2OFyXLF pic.twitter.com/4BvPSKYhbb,1538839440,https://twitter.com/weatherchannel/status/1048594730366324737,125,70,https://pbs.twimg.com/media/Do1UXjgV4AU0hzg.jpg
7,Who are you rooting for today? # CollegeFootballhttps://twitter.com/AMHQ/status/1048583028963004416 …,1538836747,https://twitter.com/weatherchannel/status/1048583434518634496,33,11,
8,"First widespread heavy # snow of the season is expected this weekend into next week in parts of the Rockies, Plains: https://wxch.nl/2DZOdyQ pic.twitter.com/6WLIRfeyj8",1538834220,https://twitter.com/weatherchannel/status/1048572836212867072,129,69,https://pbs.twimg.com/media/Do0tw4lXkAImPrw.jpg
9,Heavy rain will bring the threat of flash # flooding and river flooding to parts of Plains and Upper Midwest into next week: https://wxch.nl/2BXVAV8 pic.twitter.com/fMboGDP5uY,1538831340,https://twitter.com/weatherchannel/status/1048560756763947008,69,39,https://pbs.twimg.com/media/Do0tT0mX0AUv7SG.jpg
10,# Tropical depression or tropical storm will likely form by early next week in the Gulf of Mexico or western Caribbean Sea: https://wxch.nl/2PnxYNe pic.twitter.com/2eC1lj1ABN,1538828460,https://twitter.com/weatherchannel/status/1048548677034237952,146,104,https://pbs.twimg.com/media/Do0s01dXoAEexXW.jpg
11,Heavy # rain will bring a threat of flash # flooding and river flooding to the Plains and upper Midwest this weekend into next week: https://wxch.nl/2QymYgb pic.twitter.com/o3yyS3rz6g,1538782380,https://twitter.com/weatherchannel/status/1048355403388469248,109,60,https://pbs.twimg.com/media/Dox0_0HX4AABsdk.jpg
12,The first widespread # snowstorm of the fall is expected this weekend into early next week in the Rockies and High Plains: https://wxch.nl/2pEpl5N pic.twitter.com/VNKlH9Ucxj,1538778819,https://twitter.com/weatherchannel/status/1048340466482257921,127,53,https://pbs.twimg.com/media/Doxz5FdX4AASHoL.jpg
13,"From # severe thunderstorms to # snow in one hour? Yes, it happened Thursday morning in western Colorado: https://wxch.nl/2CsuCpJ (Photo: @ NWSGJT)pic.twitter.com/MV9m4M45ft",1538772935,https://twitter.com/weatherchannel/status/1048315790569754624,176,41,https://pbs.twimg.com/media/DoxdTdRWwAMHebb.jpg
14,Where and when did you take this? Can we at http://Weather.com have permission to feature your post? Verify using the hashtag # yesweather. Terms:https://weather.com/en-US/twc/privacy-policy …,1538770252,https://twitter.com/weatherchannel/status/1048304535880564736,0,0,
15,"The National Weather Service has confirmed a 14th # tornado in Pennsylvania from Tuesday's outbreak, bringing the total across Pennsylvania, New York and Connecticut to 19: https://wxch.nl/2EcXOTp pic.twitter.com/PuVm46ObkW",1538768050,https://twitter.com/weatherchannel/status/1048295298634854401,88,64,https://pbs.twimg.com/media/DoxKur9W4AAy6iC.jpg
16,A disturbance in the western Caribbean Sea has been assigned a high chance of # tropical development late this weekend or early next week as it heads toward the Gulf of Mexico: https://wxch.nl/2E0K0uX pic.twitter.com/zDML9HLtom,1538765358,https://twitter.com/weatherchannel/status/1048284010139533312,77,50,https://pbs.twimg.com/media/DoxAXsrXgAIOBI_.jpg
17,"Where and when did you take this? Could we at http://Weather.com feature your post on our platforms? If so, verify by responding with the hashtag # yesweather. View terms at https://weather.com/en-US/twc/privacy-policy ….",1538755151,https://twitter.com/weatherchannel/status/1048241197402214401,0,0,
18,Thanks for joining us!,1538750600,https://twitter.com/weatherchannel/status/1048222108457865216,1,0,
19,"# Winter storm watches posted in the High Plains for what could be a prolonged heavy # snow event beginning this weekend, lasting into at least the first half of next week. https://wxch.nl/2zToTqf pic.twitter.com/rK7vos2Ne4",1538749860,https://twitter.com/weatherchannel/status/1048219005117448194,132,77,https://pbs.twimg.com/media/DowB_utU4AAn-tX.jpg
20,"Up to 3"" of wet # snow weighed down tree branches nad lead to slushy roads this morning in the nation's frequent cold spot, Embarrass, MN. Thanks to FB friend Bonnie Vergoth for sharing that with us. # mnwxpic.twitter.com/wk0D05aPOK",1538748575,https://twitter.com/weatherchannel/status/1048213614572818433,159,56,https://pbs.twimg.com/media/DowAtrzUYAAq0JD.jpg
21,"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here:https://weather.com/en-US/twc/privacy-policy …",1538743224,https://twitter.com/weatherchannel/status/1048191170009092096,1,0,
22,"Where and when did you take this? May http://Weather.com have permission to feature it on our platforms? To verify, respond with # yesweather. Check out the terms at https://weather.com/en-US/twc/privacy-policy …",1538742806,https://twitter.com/weatherchannel/status/1048189419176566784,0,0,
23,", we'd love to feature your post on http://Weather.com ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag # yesweather. https://weather.com/en-US/twc/privacy-policy …",1538742694,https://twitter.com/weatherchannel/status/1048188947766108160,2,0,
24,", would you be willing to let http://Weather.com feature your post? Where and when was this taken? Verify by responding with the hashtag # yesweather. Terms: https://weather.com/en-US/twc/privacy-policy …",1538742591,https://twitter.com/weatherchannel/status/1048188518684610560,1,0,
25,"Where and when did you take this? May http://Weather.com have permission to feature it on our platforms? To verify, respond with # yesweather. Check out the terms at https://weather.com/en-US/twc/privacy-policy …",1538742560,https://twitter.com/weatherchannel/status/1048188388917035008,1,0,
26,"# Tropical development is increasingly possible by early next week in the W. Caribbean or Gulf of Mexico. One threat is in play, regardless of development. https://wxch.nl/2QtYzZe pic.twitter.com/yaztrTAaZr",1538741813,https://twitter.com/weatherchannel/status/1048185255432208384,95,50,https://pbs.twimg.com/media/Dovm3qjX0AA1nTA.jpg
27,More soaking rain -> # flooding this weekend into early next week in the Plains and Upper Midwest. https://wxch.nl/2IGlfmr pic.twitter.com/eujKWPdLVn,1538740021,https://twitter.com/weatherchannel/status/1048177736240521216,52,30,https://pbs.twimg.com/media/DovHV-JX4AAuBEx.jpg
28,First widespread winter storm of the fall may bring significant # snow this weekend into early next week in parts of the Rockies and Plains: https://wxch.nl/2O5grNB pic.twitter.com/g586Js8eFI,1538697421,https://twitter.com/weatherchannel/status/1047999058990845953,147,76,https://pbs.twimg.com/media/DostkmSXoAAMxvC.jpg
29,Tropical Storm # Kong-rey is moving away from Okinawa and heading toward South Korea and mainland Japan: https://wxch.nl/2OJhsKN pic.twitter.com/0xQ4aERfUy,1538694720,https://twitter.com/weatherchannel/status/1047987730741972992,57,47,https://pbs.twimg.com/media/DostHTnXgAAZe5L.jpg
30,"Sometimes it's better to call out a professional. Don't miss this # snow roof disaster and plenty more laughs on an all new Weather Gone Viral, Sunday 9/8c.pic.twitter.com/K8XNJMFotE",1538685588,https://twitter.com/weatherchannel/status/1047949429376991232,72,22,
31,"Find out how weather is used to solve crimes with @ draustinccm on the new @ WineandCrimePod! Check out our new show Storm of Suspicion, Sunday at 8/7c: https://wineandcrimepodcast.com/2018/10/04/ep87-forensic-meteorology-is-out-now/ …pic.twitter.com/i9xQTTfyHp",1538680759,https://twitter.com/weatherchannel/status/1047929173317230597,40,12,https://pbs.twimg.com/media/Dor88dKXoAA1498.jpg
32,Thanks Ellen!,1538678654,https://twitter.com/weatherchannel/status/1047920346114998273,0,0,
33,"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here: https://weather.com/en-US/twc/privacy-policy …",1538678566,https://twitter.com/weatherchannel/status/1047919978496892929,0,0,
34,", would you be willing to let http://Weather.com feature your post? Where and when was this taken? Verify by responding with the hashtag # yesweather. Terms: https://weather.com/en-US/twc/privacy-policy …",1538678444,https://twitter.com/weatherchannel/status/1047919464145203207,0,0,
35,", we'd love to feature your post on http://Weather.com ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag # yesweather. https://weather.com/en-US/twc/privacy-policy …",1538678423,https://twitter.com/weatherchannel/status/1047919378031943680,1,1,
36,Area of low pressure in the Caribbean now has a medium chance of # tropical development in the next 5 days: https://wxch.nl/2O2wifH pic.twitter.com/wY6ONaZyTo,1538678040,https://twitter.com/weatherchannel/status/1047917770149711872,75,60,https://pbs.twimg.com/media/DorvEb-XUAA1VIG.jpg
37,Hi Mira! You can watch on The Weather Channel each hour. Here's a link to part of the segment:https://weloveweather.tv/video/fuel-from-pollution …,1538677693,https://twitter.com/weatherchannel/status/1047916313014915073,1,0,
38,", we'd love to feature your post on http://Weather.com ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag # yesweather. https://weather.com/en-US/twc/privacy-policy …",1538676728,https://twitter.com/weatherchannel/status/1047912267382181891,0,0,
39,"Pennsylvania just had its record October calendar-day # tornado count, and that count could still rise. https://wxch.nl/2xVcErZ pic.twitter.com/UwWRVMut3Q",1538674700,https://twitter.com/weatherchannel/status/1047903763279859712,49,28,https://pbs.twimg.com/media/Dorm3OuXsAAC7Eh.jpg
40,# Fall color has been delayed in the East and recent weather conditions are partly to blame: https://wxch.nl/2QuIMcJ pic.twitter.com/xfXJEk6cla,1538670480,https://twitter.com/weatherchannel/status/1047886060800200704,134,44,https://pbs.twimg.com/media/DorSvkbX4AE2iRO.jpg
41,"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here:https://weather.com/en-US/twc/privacy-policy …",1538662912,https://twitter.com/weatherchannel/status/1047854319704395776,1,0,
42,# Snow will be the operative word this weekend into much of next week from the Rockies to parts of the northern Plains. https://wxch.nl/2OA9Vh6 pic.twitter.com/ScA3Mv0DkO,1538659080,https://twitter.com/weatherchannel/status/1047838245826916352,116,47,https://pbs.twimg.com/media/Doqgwv7XUAArDaW.jpg
43,"A feature called a ""Central American Gyre"" may trigger # tropical development this weekend or next week. https://wxch.nl/2QsghMM pic.twitter.com/4lxCOSc4jj",1538655660,https://twitter.com/weatherchannel/status/1047823901374517250,84,55,https://pbs.twimg.com/media/DoqWV8mUYAACmbQ.jpg
44,"# Snow, # flooding rain, # severe t-storms, summerlike warmth, persistent chill...all from one sharpening jet-stream pattern setting up starting this weekend. https://wxch.nl/2IAojjX pic.twitter.com/3QcdYF7hWL",1538654100,https://twitter.com/weatherchannel/status/1047817358125948928,186,103,https://pbs.twimg.com/media/DoqQLRLUwAAXSQU.jpg
45,Thanks Alecia! Hope you enjoy!,1538652678,https://twitter.com/weatherchannel/status/1047811395641921537,1,0,
46,"Happening now: # Typhoon Kong-rey producing wind gusts over 50 mph at # Kadena AB, # Okinawa. Latest forecast: https://wxch.nl/2Roy1tE pic.twitter.com/bi9V9p2YIV",1538646679,https://twitter.com/weatherchannel/status/1047786231223013376,55,30,https://pbs.twimg.com/media/Dop7-VRXkAIeTm0.jpg
47,Typhoon # Kong-rey is weakening but remains a threat to southern Japan late this week: https://wxch.nl/2O2n5Ej pic.twitter.com/9af3WrM9np,1538617020,https://twitter.com/weatherchannel/status/1047661833488912385,91,66,https://pbs.twimg.com/media/Donyw9EXoAAqmjE.jpg
48,"Parts of the Rockies, High Plains could see the first widespread # snowstorm of the fall early next week: https://wxch.nl/2OyoyBw pic.twitter.com/9gwf8HK9OU",1538614920,https://twitter.com/weatherchannel/status/1047653025953792000,163,69,https://pbs.twimg.com/media/DonzQnxXgAARepN.jpg
49,An area of low pressure is being watched for # tropical development in the western Caribbean this weekend into next week: https://wxch.nl/2O54d7i pic.twitter.com/2ZIEauFj8i,1538613180,https://twitter.com/weatherchannel/status/1047645727290220544,103,66,https://pbs.twimg.com/media/Don1Mf4XkAAqRfP.jpg
50,"Amplified weather pattern may bring heavy rain, severe storms & snow to central, western U.S. while heat continues in East this weekend into next week: https://wxch.nl/2ID03xR pic.twitter.com/OPA1Xztz94",1538611740,https://twitter.com/weatherchannel/status/1047639687169368064,97,44,https://pbs.twimg.com/media/Donx8zGX4AAX24t.jpg
51,Flash # flood emergency has been issued for the Ferguson fire burn area in central Mariposa County in California - 3 feet of mud across Highway 140 has been reported.pic.twitter.com/aAdmavCxNB,1538604364,https://twitter.com/weatherchannel/status/1047608750624968705,55,47,https://pbs.twimg.com/media/Donamz9W0AAVOyh.jpg
52,"# Tornado watch is in effect until 11pm CDT for parts of Wisconsin, Michigan and Minnesota. Winds gusts up to 80 mph and large hail are also possible.pic.twitter.com/RJ5Mkkofem",1538601091,https://twitter.com/weatherchannel/status/1047595023368372224,85,55,https://pbs.twimg.com/media/DonOHytX4AAMfya.jpg
53,. @ TWCAlexWilson took a quick break from @ wunderground prep to talk about her excitement around Sunday's premiere of Storm of Suspicion. What will YOU be doing Sunday 8/7c?pic.twitter.com/DEuQk34gf4,1538597402,https://twitter.com/weatherchannel/status/1047579548282511360,66,14,
54,Two of the three busiest eastern Pacific hurricane seasons have now occurred in the past 4 years: https://wxch.nl/2ycp5in pic.twitter.com/iqyXWQmL3I,1538597281,https://twitter.com/weatherchannel/status/1047579041258123264,72,46,https://pbs.twimg.com/media/Dom53spXgAAmc4n.jpg
55,Our friends from @ realcrimeprofil sat down with @ draustinccm in their newest podcast episode. Take a listen! Weather impacts crime in fascinating ways:https://art19.com/shows/real-crime-profile-wondery/episodes/870bb171-02b5-4d29-8e15-6ad722c7b039 …,1538593134,https://twitter.com/weatherchannel/status/1047561650256134147,11,6,
56,"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here: https://weather.com/en-US/twc/privacy-policy …",1538590069,https://twitter.com/weatherchannel/status/1047548792285908992,0,0,
57,"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here: https://weather.com/en-US/twc/privacy-policy …",1538587984,https://twitter.com/weatherchannel/status/1047540046264455168,0,0,
58,"Calgary, Canada, had its snowiest day in more than 3 decades on Tuesday: https://wxch.nl/2zP4VNv pic.twitter.com/TwitJuwhzC",1538579674,https://twitter.com/weatherchannel/status/1047505192806244353,283,113,https://pbs.twimg.com/media/Dol8UHvXsAAvEv8.jpg
59,"Keep the snowplows, shovels handy. Multiple rounds of # snow expected in parts of the Rockies, High Plains into next week. https://wxch.nl/2P6sGWv pic.twitter.com/bxpD9ecxct",1538574060,https://twitter.com/weatherchannel/status/1047481646063091712,117,40,https://pbs.twimg.com/media/DolchiMU4AEiuKp.jpg
60,# Typhoon # KongRey has begun to weaken but will still bring strong winds and heavy rain as it passes near Okinawa late this week: https://wxch.nl/2P8eHQ6 pic.twitter.com/bOZygVoeWQ,1538572200,https://twitter.com/weatherchannel/status/1047473844754243584,50,34,https://pbs.twimg.com/media/Dok_rTmW0AA5Y0K.jpg
61,"A ""kitchen sink"" pattern is ahead. Virtually everything but the kitchen sink is on the table: # flood threat, # severe weather, # snow, cold, summer warmth. https://wxch.nl/2O16QHq pic.twitter.com/DBf2OWemGl",1538569740,https://twitter.com/weatherchannel/status/1047463526707617793,114,87,https://pbs.twimg.com/media/DolKvlqX0AA95n3.jpg
62,", would you be willing to let http://Weather.com feature your post? Where and when was this taken? Verify by responding with the hashtag # yesweather. Terms:https://weather.com/en-US/twc/privacy-policy …",1538567518,https://twitter.com/weatherchannel/status/1047454206377041920,1,0,
63,"Where and when did you take this? Could we at http://Weather.com feature your post on our platforms? If so, verify by responding with the hashtag # yesweather. View terms at https://weather.com/en-US/twc/privacy-policy ….",1538567507,https://twitter.com/weatherchannel/status/1047454162085138432,1,0,
64,"The western Caribbean is typically a hot spot for tropical development in October, and there's an area to watch right now: https://wxch.nl/2OzDxuY pic.twitter.com/SgwHBGG2Pv",1538566196,https://twitter.com/weatherchannel/status/1047448663507849216,72,45,https://pbs.twimg.com/media/DolIenRXoAEdN6W.jpg
65,"# Severe thunderstorms will take aim at the upper Midwest this afternoon, including a threat of tornadoes: https://wxch.nl/2OEi9VH pic.twitter.com/C3FyI2JgFt",1538564049,https://twitter.com/weatherchannel/status/1047439659104649217,44,36,https://pbs.twimg.com/media/DolAcfHXoAETQQE.jpg
66,"In case you missed it, the # winter storm names for the 2018-19 season have been released: https://wxch.nl/2yanBoU pic.twitter.com/BhvVcLDELt",1538527053,https://twitter.com/weatherchannel/status/1047284486952689664,169,91,https://pbs.twimg.com/media/DoiyGaDXgAA78s0.jpg
67,"The National Weather Service confirmed an EF2 # tornado with 115-mph winds struck the town of Conneautville, Pennsylvania, Tuesday afternoon: https://wxch.nl/2y8mJkx pic.twitter.com/y6nfpHEFJa",1538524072,https://twitter.com/weatherchannel/status/1047271983619198976,153,134,https://pbs.twimg.com/media/DoioHI4XUAAsANH.jpg
68,"NEW: # Tornado watch issued for western Connecticut, northern New Jersey and southeastern New York until midnight EDT. This does not include New York City, but does include the northern and western suburbs.pic.twitter.com/UsxhMQUPdT",1538514118,https://twitter.com/weatherchannel/status/1047230230237253632,153,91,https://pbs.twimg.com/media/DoiCWDSXkAArCSF.jpg
69,"NEW: A PARTICULARLY DANGEROUS SITUATION # tornado warning has been issued for central Crawford County, PA, until 4:15 p.m. EDT. A large and extremely dangerous tornado was located near Meadville, PA.pic.twitter.com/BwE7T4cv3h",1538510116,https://twitter.com/weatherchannel/status/1047213446364839942,124,99,https://pbs.twimg.com/media/DohzFFqX0AEjqaP.jpg
70,"How do you simulate a flooded car on a sunny day? We're taking you behind the scenes filming of our newest series, Storm of Suspicion, premiering this Sunday 8/7c!pic.twitter.com/CX2e6sM0qm",1538509028,https://twitter.com/weatherchannel/status/1047208883217940481,32,20,
71,"NEW: # Severe thunderstorm watch issued for parts of Ohio, southwestern Pennsylvania and far northern West Virginia until 10 p.m. EDT.pic.twitter.com/6lxEhXQTxt",1538508942,https://twitter.com/weatherchannel/status/1047208523116019713,27,19,https://pbs.twimg.com/media/DohumgoXkAACFOE.jpg
72,"A PARTICULARLY DANGEROUS SITUATION (PDS) # tornado warning is in effect for western Crawford County, PA, until 3:45 p.m. EDT. A tornado has already struck a nursing home near Conneautville, PA. # PAwxpic.twitter.com/v076wnNBGK",1538508065,https://twitter.com/weatherchannel/status/1047204844979859457,93,92,https://pbs.twimg.com/media/DohrQbQX0AEHVWZ.jpg
73,"# Tornado watch is in effect until 11 pm EDT for parts of Pennsylvania, Ohio, New York and West Virginia. Large hail and wind gusts to 70 mph also possible.pic.twitter.com/jJQhd5Jo9d",1538506950,https://twitter.com/weatherchannel/status/1047200164954472449,110,103,https://pbs.twimg.com/media/DohnAAqXUAAMFWu.jpg
74,Western Caribbean is a hot spot for # tropical development in October and here's why we're watching it now: https://wxch.nl/2NktTro pic.twitter.com/EwaBePl1Xd,1538504760,https://twitter.com/weatherchannel/status/1047190980682629121,76,40,https://pbs.twimg.com/media/DohaGfhWwAAecGU.jpg
75,"We'd love to feature this on our platforms! When and where did you take this? To give http://Weather.com permission, respond with # yesweather. View the terms here: https://weather.com/en-US/twc/privacy-policy …",1538502154,https://twitter.com/weatherchannel/status/1047180051333222401,0,0,
76,", we'd love to feature your post on http://Weather.com ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag # yesweather. https://weather.com/en-US/twc/privacy-policy …",1538499710,https://twitter.com/weatherchannel/status/1047169799355289606,0,0,
77,"""When it comes to weather...Mother Nature is undefeated, untied and unbeaten."" - @ Paul_Goodloe Don't miss our new show Storm of Suspicion premiering Sunday 8/7c.pic.twitter.com/sfy7aZkmyY",1538496000,https://twitter.com/weatherchannel/status/1047154240550883328,42,8,https://pbs.twimg.com/media/DocCQotVAAIiyDk.jpg
78,Last night on @ wunderground we were joined by the @ realcrimeprofil podcast hosts to discuss weather's role in solving crimes. Don't miss our premiere episode of Storm of Suspicion this Sunday 8/7c!pic.twitter.com/RTAifagTOj,1538492653,https://twitter.com/weatherchannel/status/1047140199556374528,31,4,
79,Super Typhoon Kong-rey and Hurricane Walaka become first simultaneous Category 5 tropical cyclones in 13 Years: https://wxch.nl/2IvpSzD pic.twitter.com/LaG0nS5DdS,1538492313,https://twitter.com/weatherchannel/status/1047138776458375169,165,106,https://pbs.twimg.com/media/Dogu9EYWsAATgvf.jpg
80,Thanks for joining us!,1538489348,https://twitter.com/weatherchannel/status/1047126339625656320,1,0,
81,A huge honor! More: https://weather.com/news/news/2018-10-02-the-weather-channel-wins-emmy-award-the-source …https://twitter.com/neilkatz/status/1046999023922622464 …,1538489204,https://twitter.com/weatherchannel/status/1047125735029256192,37,6,
82,"Super Typhoon Kong-rey attained Category 5 strength overnight, and while it will weaken, it still poses a threat late week to Japan's Ryukyu Islands, potentially including Okinawa: https://wxch.nl/2NcgKR9 pic.twitter.com/sjG7qjjrf7",1538488080,https://twitter.com/weatherchannel/status/1047121020388368384,94,83,https://pbs.twimg.com/media/Dof4rUyXUAAPYQL.jpg
83,Where the River Leaves Nothing Behind:https://features.weather.com/exodus/chapter/river-leaves-nothing-behind/ …,1538485961,https://twitter.com/weatherchannel/status/1047112131018141696,17,10,
84,First widespread # snowstorm of fall is possible early next week in the Rockies and High Plains: https://wxch.nl/2xRm87G pic.twitter.com/YYXSaWtdQY,1538484240,https://twitter.com/weatherchannel/status/1047104914193883136,120,61,https://pbs.twimg.com/media/Dof2wRcWkAELxqK.jpg
85,Winter Storm Names for the 2018-2019 season have been released: https://wxch.nl/2DPQPiZ pic.twitter.com/wdTSpZ5T33,1538482740,https://twitter.com/weatherchannel/status/1047098622893088768,284,125,https://pbs.twimg.com/media/DogH_jPWsAEUVU6.jpg
86,"A pattern change will create a big temperature dichotomy across the Lower 48 and could also bring snow, strong thunderstorms and heavy rain: https://wxch.nl/2O0YpMb pic.twitter.com/UXKAfLxfPV",1538480340,https://twitter.com/weatherchannel/status/1047088555867045889,104,56,https://pbs.twimg.com/media/Dof6LrMXoAA-xFQ.jpg
87,Flash # flood watches remain posted today in the Southwest as rain from # Rosa continues to soak the region: https://wxch.nl/2NFdbrX pic.twitter.com/ltEciQaVSZ,1538477912,https://twitter.com/weatherchannel/status/1047078373741289472,36,22,https://pbs.twimg.com/media/Dof4GZrXoAA8EDZ.jpg
88,The first widespread # snowstorm of the fall is possible early next week in the Rockies and High Plains: https://wxch.nl/2NYwwEE pic.twitter.com/1GL32fmlMo,1538435940,https://twitter.com/weatherchannel/status/1046902328777834497,260,122,https://pbs.twimg.com/media/DodI1iiX4AA5iZ3.jpg
89,"A pattern change could bring # severe storms, heavy # rain and a # snowstorm to the central and western states. Meanwhile, fall # heat will hang on in the East: https://wxch.nl/2OyP0v3 pic.twitter.com/xWs3qmHKWb",1538434140,https://twitter.com/weatherchannel/status/1046894779240345600,142,92,https://pbs.twimg.com/media/DodHv_ZW0AEEcG8.jpg
90,Tropical Storm # Rosa is headed for a Baja California landfall this evening as it fuels a # flood threat in the southwestern United States: https://wxch.nl/2DLlv4J pic.twitter.com/McqyEfWp5T,1538432340,https://twitter.com/weatherchannel/status/1046887229254119424,85,43,https://pbs.twimg.com/media/DodFzefX4AAobaj.jpg
91,"Kong-rey has rapidly intensified into a super # typhoon, currently packing winds of 155 mph. It will pose a danger to Japan's Ryukyu Islands later this week: https://wxch.nl/2Nhph5s pic.twitter.com/xaKysiQR08",1538430548,https://twitter.com/weatherchannel/status/1046879714906968064,100,63,https://pbs.twimg.com/media/DodDLTWXUAAMDGL.jpg
92,"# October is here, and it's a month featuring many changes in # weather conditions. Here's a sampling of things meteorologists typically look for in October: https://wxch.nl/2N9CLjH pic.twitter.com/4E7XckBUPe",1538421610,https://twitter.com/weatherchannel/status/1046842224980451328,88,40,https://pbs.twimg.com/media/Docg9B5W0AEKDrC.jpg
93,"We at http://Weather.com would like to feature your post. Where and when did you take this? If we have your permission, respond using the hashtag # yesweather. Full terms at https://weather.com/en-US/twc/privacy-policy ….",1538415095,https://twitter.com/weatherchannel/status/1046814900847353857,1,0,
94,", we'd love to feature your post on http://Weather.com ! Where and when did you take it? To let us know if we have your permission, respond using the hashtag # yesweather. https://weather.com/en-US/twc/privacy-policy …",1538414861,https://twitter.com/weatherchannel/status/1046813917199171584,0,0,
95,"# TurnAroundDontDrown As the flood threat from Rosa continues, stay updated with the latest from our coverage.pic.twitter.com/cLq7DLhHqc",1538410674,https://twitter.com/weatherchannel/status/1046796355258253312,67,23,
96,Where and when did you take this? Can we at http://Weather.com have permission to feature your post? Verify using the hashtag # yesweather. Terms: https://weather.com/en-US/twc/privacy-policy …,1538404207,https://twitter.com/weatherchannel/status/1046769231101132801,0,0,
97,Join us for the latest on Rosa throughout the day:https://twitter.com/TWCChrisBruin/status/1046759061633617920 …,1538403277,https://twitter.com/weatherchannel/status/1046765329333006337,73,37,
98,"Less than one week after # Trami, # Typhoon Kong-rey is a threat to the Ryukyu Islands of # Japan, potentially including # Okinawa, later this week. https://wxch.nl/2OwG8pL pic.twitter.com/bLqJuFpmr5",1538400180,https://twitter.com/weatherchannel/status/1046752340894609408,96,70,https://pbs.twimg.com/media/Doa6IikXcAAVTAo.jpg
99,". @ draustinccm from our upcoming series, Storm of Suspicion, will be on the next @ WineandCrimePod podcast! Catch up on previous episodes here: https://itunes.apple.com/us/podcast/wine-crime/id1206817375?mt=2 …pic.twitter.com/nzQMBRazRX",1538398802,https://twitter.com/weatherchannel/status/1046746562716622848,17,9,https://pbs.twimg.com/media/DoRGNaHX0AcMPW6.jpg
100,October is beginning with more rounds of rain and severe storms in the water-logged upper Midwest: https://wxch.nl/2zJpJWJ pic.twitter.com/4LABqgSNcW,1538397780,https://twitter.com/weatherchannel/status/1046742274175111169,58,34,https://pbs.twimg.com/media/Doary-OWkAA7AGQ.jpg
101,Rain from Tropical Storm # Rosa is already soaking the Southwest and it could trigger flash # flooding in some areas: https://wxch.nl/2RkyLjI pic.twitter.com/DXbDOfMaml,1538393520,https://twitter.com/weatherchannel/status/1046724406456791040,49,35,https://pbs.twimg.com/media/DoaqsLfWsAAAPPB.jpg
102,October will begin with more rounds of # rain and possible flooding in the water-logged upper Midwest: https://wxch.nl/2xOZrAI pic.twitter.com/6YpIhdWURo,1538348940,https://twitter.com/weatherchannel/status/1046537424489275392,80,23,https://pbs.twimg.com/media/DoX-4v0XUAEpCiT.jpg
103,Hurricane # Rosa is weakening as it approaches Baja California but will be a southwestern United States # flood threat early this week: https://wxch.nl/2NV67ra pic.twitter.com/NnxeJrDpPU,1538342773,https://twitter.com/weatherchannel/status/1046511557847519232,162,98,https://pbs.twimg.com/media/DoX0U6mU8AALppH.jpg
